,n_n,f1
0,3.0,0.9776672878808474
1,4.038461538461538,0.9776672878808474
2,5.076923076923077,0.9776672878808474
3,6.115384615384616,0.9776672878808474
4,7.153846153846154,0.9776672878808474
5,8.192307692307693,0.9776672878808474
6,9.230769230769232,0.9776672878808474
7,10.26923076923077,0.9776672878808474
8,11.307692307692308,0.9776672878808474
9,12.346153846153847,0.9776672878808474
10,13.384615384615385,0.9776672878808474
11,14.423076923076923,0.9776672878808474
12,15.461538461538463,0.9776672878808474
13,16.5,0.9776672878808474
14,17.53846153846154,0.9776672878808474
15,18.57692307692308,0.9776672878808474
16,19.615384615384617,0.9776672878808474
17,20.653846153846157,0.9776672878808474
18,21.692307692307693,0.9776672878808474
19,22.730769230769234,0.9776672878808474
20,23.76923076923077,0.9776672878808474
21,24.80769230769231,0.9776672878808474
22,25.846153846153847,0.9776672878808474
23,26.884615384615387,0.9776672878808474
24,27.923076923076927,0.9776672878808474
25,28.961538461538463,0.9776672878808474
26,30.0,0.9776672878808474
