,n_n,f1
0,3.0,0.7802905168783065
1,4.038461538461538,0.6975786871021143
2,5.076923076923077,0.7434316546339588
3,6.115384615384616,0.6474097149143035
4,7.153846153846154,0.705319699662455
5,8.192307692307693,0.6428662185728689
6,9.230769230769232,0.680783879297618
7,10.26923076923077,0.6331968016429195
8,11.307692307692308,0.6502172219938799
9,12.346153846153847,0.6249360453849844
10,13.384615384615385,0.6240150236577726
11,14.423076923076923,0.5989516817402495
12,15.461538461538463,0.5960524706875867
13,16.5,0.5734449615233664
14,17.53846153846154,0.5737268811860892
15,18.57692307692308,0.5613441039181678
16,19.615384615384617,0.5613208955228598
17,20.653846153846157,0.5551912777121897
18,21.692307692307693,0.546882889007652
19,22.730769230769234,0.5471184978596123
20,23.76923076923077,0.5339558796216264
21,24.80769230769231,0.5356132592259104
22,25.846153846153847,0.5336538363273122
23,26.884615384615387,0.5171758183082187
24,27.923076923076927,0.516023381347734
25,28.961538461538463,0.5082746003100874
26,30.0,0.4980082151987767
