,n_n,f1
0,3.0,0.7533235508965938
1,4.038461538461538,0.6567236591787136
2,5.076923076923077,0.7040794362003188
3,6.115384615384616,0.6237511631173185
4,7.153846153846154,0.6708407810743549
5,8.192307692307693,0.618445024525325
6,9.230769230769232,0.6446043059553069
7,10.26923076923077,0.5985645106761359
8,11.307692307692308,0.6089189923388154
9,12.346153846153847,0.581294857805877
10,13.384615384615385,0.5903181353549238
11,14.423076923076923,0.5622082138587208
12,15.461538461538463,0.5741828341033824
13,16.5,0.5479257128802635
14,17.53846153846154,0.5650588157241103
15,18.57692307692308,0.5253831696990889
16,19.615384615384617,0.5480089267758422
17,20.653846153846157,0.5151655304149427
18,21.692307692307693,0.5435716450044739
19,22.730769230769234,0.5218467651081099
20,23.76923076923077,0.533722853350548
21,24.80769230769231,0.5154787283089619
22,25.846153846153847,0.5278629101700225
23,26.884615384615387,0.49763176068125564
24,27.923076923076927,0.5118920680279636
25,28.961538461538463,0.49192849381851095
26,30.0,0.48469747537267616
