,5,11,18,25,31,38,45,52,58,65,72,78,85,92,99,105,112,119,126,132,139,146,152,159,166,173,179,186,193,200
3,0.7363118926465727,0.7328582404803323,0.7425450684560453,0.7450479146208824,0.7441501094709448,0.7382190959048153,0.7439163636264914,0.7437683044207588,0.7482964986288205,0.7537200384579379,0.7471683360451704,0.7503725030522335,0.7448709371227036,0.7463000569671097,0.7453153100625532,0.7484726658776978,0.7469526670611235,0.7436171496274074,0.7458826514172294,0.7451212170394962,0.7414636797997353,0.7470628432242737,0.7469805298379074,0.7470628432242737,0.7470628432242737,0.7457894683927282,0.7483583553290906,0.7469339973684967,0.7480209538902358,0.7472727233543409
4,0.7501629875337403,0.7611105179200764,0.7641307672719252,0.7678551104693612,0.7700905863278105,0.764857043933329,0.7697637015521847,0.771349431300462,0.771793406405327,0.7725185944254601,0.7716204171224804,0.7737973259628047,0.7725381357048526,0.7717572390513062,0.7712888857247535,0.7725081312157676,0.773997299934878,0.7663135299894498,0.7674033703355826,0.7643652508606864,0.7656930356035583,0.7678511981357339,0.7724795863189715,0.7718733344363982,0.772945703247198,0.7713547629141823,0.7733536479175742,0.7729210209508098,0.7702828905189665,0.7707970908131254
5,0.7858735950908755,0.7888306581620691,0.7967233533280408,0.7909852197372333,0.7848143258187116,0.7916980553467432,0.7919762682007644,0.7966305641246471,0.7983851282610891,0.7985841757900218,0.801573749111369,0.8022238843072182,0.799917945849964,0.7982502662294013,0.7997268007313239,0.7980369012802144,0.7982374301817632,0.7980135482212208,0.7961014824060002,0.7960946526325483,0.7971859475880562,0.8009430582965192,0.7992672746752557,0.7992728539910208,0.79569902599715,0.7963102136160104,0.7963107838831623,0.7956736177287549,0.7942285797059517,0.7936042776081588
7,0.830922103005968,0.8462574741708775,0.854687781390464,0.8616147429253378,0.8604724699848394,0.8632062179647659,0.8606563380870138,0.8637915858223648,0.8647930153796046,0.8628882225742442,0.863856500115286,0.8634286962657038,0.8631249448097049,0.862964439128031,0.8619444998110797,0.8614992661959416,0.8626938483216599,0.8631442636026124,0.8644754405049275,0.8644712207697491,0.8661046588680475,0.8650505736282301,0.8650369437648854,0.8651713242408633,0.8644525135814151,0.8656215182349113,0.8648734003776315,0.864572634122869,0.8665006230311822,0.8650297468032797
8,0.8616555421294418,0.8726080379108456,0.8877910693205644,0.886339649850868,0.8865520159999406,0.8833351727380834,0.8892377091896366,0.8886726697738606,0.888252330279214,0.8879086774383792,0.8897195274765327,0.887798394305434,0.8910626078719263,0.8896000597329815,0.8872305969376665,0.8872603173699348,0.8859971218404619,0.8888098150742939,0.890179959566954,0.8890412208136352,0.8882527766593018,0.8898201886812107,0.8898289056072954,0.8886967306981527,0.8885920472275799,0.8892691561383353,0.8897238131435407,0.888706001438706,0.8880137014396932,0.8885729379348566
10,0.8872425848087617,0.9078366679523364,0.9211112159227894,0.9253282293674451,0.9256933986676124,0.9266118791287837,0.9272275091368343,0.9292736440005113,0.9312481845265463,0.9323036352783269,0.9313725269464413,0.9307042249226978,0.9312270096926006,0.9312430720404923,0.9311752324351096,0.9295758708973585,0.9333573384473475,0.9312421860458221,0.9312187039982611,0.9317599392185668,0.9312771265779614,0.9312217684907207,0.9307462820413391,0.9296977702011212,0.9311957724672073,0.9306757653111456,0.9301408142607446,0.9296280850458614,0.9322574073874643,0.9317609690796271
11,0.904923013703737,0.9256207943361081,0.9341924065711661,0.9378753310006752,0.9401995725216199,0.9415834469441279,0.9391140755605161,0.9422617045096731,0.9417599254780814,0.9427999323072246,0.9427796488430193,0.942760229275376,0.9432882820806565,0.9427977064441263,0.9427619462782852,0.9432899990835658,0.9443229880394608,0.9437975364795264,0.9443205553933499,0.9443229880394608,0.9458622628352398,0.9453238998749551,0.945326332521066,0.9442828384100526,0.9437728432058791,0.944808289969987,0.9437927236167084,0.9441928288958295,0.9441650756944874,0.9441650756944874
13,0.9247601383877555,0.9433070757070592,0.9527131052551565,0.9546137081893443,0.9566599699783834,0.9551986121106892,0.9556447050416261,0.956616387303262,0.9555674882317436,0.95603024689356,0.956161795096417,0.9566422994020458,0.957048464467462,0.9570559641677905,0.9580641118233247,0.9580641118233247,0.9570086798869044,0.9575044371272659,0.9590875121762691,0.9591318541932475,0.9590875121762691,0.9590427386068141,0.9595481571639028,0.9590502754450689,0.9595481571639028,0.9600436680174089,0.9605346328997818,0.9600242774312637,0.9600242774312637,0.9590399985522481
14,0.9253626836074365,0.944449300271421,0.9536917154482316,0.9581120231419588,0.9602142320240187,0.9622643878194358,0.960235694293931,0.964122103074927,0.964187740649779,0.9646764216710564,0.9642150817297516,0.9656877824728886,0.9661177927233524,0.9661614707303396,0.9650692830207243,0.9655970874927264,0.9660678095007451,0.9670794630993678,0.9670794630993678,0.9670794630993678,0.9670766899676684,0.9665491120300185,0.9660604795223836,0.9670447098877568,0.967530986786562,0.9680265846443004,0.9675379521366656,0.9680265846443004,0.967054944720898,0.9670155921735561
16,0.9337162867809738,0.9501530504117728,0.963374513682794,0.9716210707355968,0.9726137396957727,0.9726216365344111,0.9721032399197,0.973525305485331,0.9730194724066836,0.9739831546851857,0.973985543451457,0.9735334887408629,0.9739161455401725,0.9739653281585878,0.9744315854607877,0.9749132203682718,0.9744518007536567,0.9754220681687757,0.9749534606924298,0.9749781682726031,0.9749581432413141,0.9749581432413141,0.9749334356611408,0.9749334356611408,0.9749334356611408,0.9749334356611408,0.9749334356611408,0.9739165925121804,0.9748868151715742,0.9744005570065826
17,0.9357997862711335,0.9566658337942735,0.9664035322310423,0.9741001351668924,0.973656954506078,0.9731320595683954,0.9735944069128252,0.9754738090770573,0.9749949432652569,0.9759813129022256,0.9754842462486628,0.9754443888775397,0.9754934354224121,0.9754934354224121,0.9763917943598239,0.9764320346839821,0.9759083848825355,0.9769118312953466,0.9768940621652635,0.9773934662028306,0.9768918062640577,0.9773734411715417,0.9773734411715417,0.9773734411715417,0.9773534161402526,0.9773534161402526,0.9768693987962977,0.9768495613531238,0.9768495613531238,0.9763679264456396
18,0.9359268246636269,0.9586331966943643,0.9683447825617604,0.9760444420575576,0.9746704641728441,0.975540413506111,0.9755201212172876,0.9769414514280985,0.9774370033008555,0.9774377485046489,0.9774377485046488,0.9774175332117798,0.9779056607146254,0.9779216552749043,0.9778322323323305,0.9778524476251997,0.9778327951465308,0.9778528201778197,0.9778528201778197,0.9778728452091088,0.9778528201778197,0.9778528201778197,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.97783766528353,0.9778129577033567,0.9778129577033567
20,0.9354253057462009,0.9600595389520483,0.9687371477862785,0.9764572583582151,0.975578802033574,0.9755209434170352,0.9764666227441294,0.9769414514280985,0.9773830949450604,0.9774109220716702,0.9774768710723934,0.9774175332117798,0.9778765923911727,0.9778921251351574,0.9778517024214061,0.9778721001038685,0.9778524476251995,0.9778528201778197,0.9778724726564887,0.9778924976877776,0.9778528201778197,0.9778724726564885,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778129577033567,0.9778129577033567,0.9778129577033567
21,0.9354253057462009,0.9600595389520483,0.9687371477862785,0.9764572583582151,0.975578802033574,0.9755501432845127,0.9764666227441294,0.9769414514280985,0.9774101768678769,0.9774109220716702,0.9774768710723934,0.9774175332117798,0.9779010674294151,0.9778921251351574,0.9778719177142753,0.9778721001038685,0.9778524476251995,0.9778528201778197,0.9778724726564887,0.9778924976877776,0.9778728452091088,0.9778724726564885,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778329827346459,0.9778129577033567,0.9778129577033567
23,0.9354253057462009,0.9600595389520483,0.9687371477862785,0.9764572583582151,0.975578802033574,0.9755209434170352,0.9764666227441294,0.9769414514280985,0.9774101768678769,0.9774109220716702,0.9774768710723934,0.9774175332117798,0.9778765923911727,0.9779168327153307,0.9778719177142753,0.9778721001038685,0.9778524476251995,0.9778528201778197,0.9778724726564887,0.9778924976877776,0.9778728452091088,0.9778528201778197,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778329827346459,0.9778129577033567,0.9778129577033567
24,0.9354253057462009,0.9600595389520483,0.9687371477862785,0.9764572583582151,0.975578802033574,0.9755209434170352,0.9764666227441294,0.9769414514280985,0.9774101768678769,0.9774109220716702,0.9774768710723934,0.9774175332117798,0.9778765923911727,0.9779168327153307,0.9778719177142753,0.9778721001038685,0.9778524476251995,0.9778528201778197,0.9778724726564887,0.9778924976877776,0.9778728452091088,0.9778528201778197,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778329827346459,0.9778129577033567,0.9778129577033567
26,0.9354253057462009,0.9600595389520483,0.9687371477862785,0.9764572583582151,0.975578802033574,0.9755209434170352,0.9764666227441294,0.9769414514280985,0.9774101768678769,0.9774109220716702,0.9774768710723934,0.9774175332117798,0.9778765923911727,0.9779168327153307,0.9778719177142753,0.9778721001038685,0.9778524476251995,0.9778528201778197,0.9778724726564887,0.9778924976877776,0.9778728452091088,0.9778528201778197,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778329827346459,0.9778129577033567,0.9778129577033567
27,0.9354253057462009,0.9600595389520483,0.9687371477862785,0.9764572583582151,0.975578802033574,0.9755209434170352,0.9764666227441294,0.9769414514280985,0.9774101768678769,0.9774109220716702,0.9774768710723934,0.9774175332117798,0.9778765923911727,0.9779168327153307,0.9778719177142753,0.9778721001038685,0.9778524476251995,0.9778528201778197,0.9778724726564887,0.9778924976877776,0.9778728452091088,0.9778528201778197,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778327951465308,0.9778329827346459,0.9778129577033567,0.9778129577033567
