,depths,f1
0,5,0.7971939952286149
1,6,0.8203293857598102
2,7,0.8391825162393713
3,8,0.843260092490862
4,9,0.8434338285056413
5,10,0.843943338335085
6,11,0.8447901960974162
7,12,0.8447901960974162
8,13,0.8447901960974162
9,14,0.8447901960974162
10,15,0.8447901960974162
11,16,0.8447901960974162
12,17,0.8447901960974162
13,18,0.8447901960974162
14,19,0.8447901960974162
15,20,0.8447901960974162
